,EmployeeID,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,Education_1,Education_2,Education_3,Education_4,Education_5,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Unnamed: 0,Age,DistanceFromHome,JobLevel,MonthlyIncome,NumCompaniesWorked,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,retirado,SalaryHike
111,112,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,111,31,1,4,28670,0.0,0,3.0,5,2,2,2,2.72,2.0,3.0,3,4,0,0.24
112,113,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,112,21,10,1,53730,1.0,1,1.0,2,1,0,0,3.0,2.0,3.0,3,3,1,0.12
113,114,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,113,29,1,2,66670,9.0,1,6.0,6,3,1,2,4.0,4.0,3.0,4,3,0,0.12
114,115,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,114,35,29,3,50030,9.0,0,10.0,2,1,0,0,3.0,2.0,3.0,3,3,0,0.15
115,116,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,115,27,2,1,23670,0.0,1,5.0,2,5,0,4,4.0,2.0,3.0,3,3,0,0.12
116,117,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,116,28,2,3,28580,1.0,0,7.0,2,7,0,7,2.0,4.0,3.0,2,3,0,0.12
117,118,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,117,49,2,2,52040,8.0,1,26.0,3,5,0,0,2.0,3.0,3.0,3,3,0,0.14
118,119,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,118,51,1,1,41050,4.0,1,18.0,2,7,0,7,3.0,4.0,2.0,3,4,0,0.22
119,120,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,119,36,15,1,96790,4.0,0,6.0,1,2,2,2,4.0,3.0,3.0,3,3,0,0.12
120,121,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,120,34,7,1,56170,8.0,1,9.0,3,5,0,4,1.0,4.0,2.0,3,4,1,0.25
121,122,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,121,55,26,1,104480,2.0,0,30.0,3,5,1,2,3.0,4.0,3.0,3,3,0,0.13
122,123,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,122,24,1,5,28970,1.0,3,5.0,4,5,0,3,4.0,3.0,4.0,3,3,0,0.18
123,124,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,123,30,3,2,59680,1.0,0,1.0,3,1,0,0,3.0,2.0,3.0,3,3,0,0.13
124,125,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,124,26,14,2,75100,0.0,3,7.0,3,6,0,4,3.0,2.73,3.0,3,3,1,0.18
125,126,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,125,22,16,1,29910,1.0,2,2.0,3,2,1,2,1.0,2.0,3.0,2,3,0,0.19
126,127,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,126,36,1,5,196360,1.0,1,10.0,3,10,9,0,2.0,3.0,3.0,3,3,0,0.12
127,128,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,127,30,3,3,11290,9.0,0,3.0,2,1,0,0,3.0,4.0,3.0,2,3,1,0.19
128,129,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,128,37,10,1,133410,1.0,1,18.0,3,18,12,17,4.0,1.0,2.0,3,3,0,0.14
129,130,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,129,40,6,3,43320,7.0,2,8.0,3,5,1,3,4.0,2.0,3.0,2,3,0,0.14
130,131,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,130,42,2,4,110310,3.0,1,8.0,2,5,1,2,2.0,1.0,3.0,2,3,0,0.12
131,132,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,131,37,9,3,44400,2.0,1,18.0,3,1,0,1,3.0,2.0,2.0,2,3,0,0.11
132,133,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,132,43,10,1,46170,1.0,0,25.0,2,25,3,9,1.0,2.0,3.0,3,3,0,0.11
133,134,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,133,40,6,1,26470,6.0,0,20.0,2,1,0,0,2.0,3.0,3.0,2,3,0,0.13
134,135,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,134,54,9,2,63230,4.0,1,24.0,2,4,1,2,1.0,1.0,2.0,2,4,0,0.23
135,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,135,34,28,1,56770,9.0,1,6.0,3,3,1,2,3.0,3.0,3.0,3,4,0,0.2
136,137,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,136,31,10,3,21870,1.0,1,13.0,2,13,3,12,2.0,1.0,1.0,2,3,0,0.15
137,138,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,137,43,14,1,37480,7.0,2,0.0,3,3,1,2,4.0,4.0,3.0,2,3,0,0.14
138,139,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,138,43,27,2,39770,4.0,1,8.0,3,5,0,2,3.0,3.0,3.0,3,3,0,0.18
139,140,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,139,25,7,1,86330,1.0,1,5.0,2,5,1,3,2.0,4.0,3.0,4,3,0,0.19
140,141,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,140,37,1,3,20080,3.0,0,15.0,5,13,10,7,2.0,3.0,3.0,2,4,0,0.22
141,142,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,141,31,24,3,44400,1.0,1,4.0,2,4,3,2,4.0,1.0,3.0,3,3,0,0.13
142,143,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,142,39,26,1,30670,1.0,1,21.0,5,21,1,6,2.0,3.0,3.0,1,4,0,0.2
143,144,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,143,56,20,3,53210,9.0,0,36.0,1,7,7,7,3.0,1.0,2.0,3,3,0,0.14
144,145,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,144,30,5,2,54100,0.0,1,6.0,2,5,4,4,2.0,3.0,3.0,3,3,0,0.17
145,146,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,145,41,7,3,27820,1.0,0,10.0,2,10,0,7,2.0,1.0,3.0,2,3,0,0.14
146,147,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,146,28,7,3,119570,1.0,0,10.0,2,10,1,8,3.0,1.0,3.0,2,3,0,0.13
147,148,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,147,25,5,3,26600,5.0,0,6.0,3,2,0,2,1.0,1.0,3.0,3,3,1,0.13
148,149,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,148,52,26,2,33750,2.0,0,28.0,2,5,0,4,4.0,3.0,3.0,2,4,0,0.21
149,150,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,149,45,2,1,50980,3.0,1,8.0,4,2,0,2,1.0,4.0,2.0,3,3,0,0.14
150,151,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,150,52,12,2,48780,2.0,1,31.0,3,5,1,4,4.0,4.0,1.0,3,3,0,0.11
151,152,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,151,42,10,2,28370,2.0,1,19.0,0,5,0,2,1.0,3.0,3.0,2,3,0,0.13
152,153,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,152,30,25,1,24060,2.0,1,11.0,5,5,0,2,3.0,4.0,3.0,3,4,0,0.2
153,154,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,153,60,10,1,22690,5.0,1,33.0,4,29,11,10,1.0,1.0,1.0,3,3,0,0.18
154,155,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,154,46,19,1,41080,2.0,0,19.0,5,10,0,8,3.0,3.0,2.0,2,3,0,0.14
155,156,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,155,42,18,4,132060,0.0,2,7.0,2,6,0,4,4.0,4.0,4.0,3,3,0,0.13
156,157,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,156,24,27,1,104220,1.0,1,6.0,0,5,1,4,1.0,2.0,3.0,2,3,1,0.17
157,158,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,157,34,5,2,137440,0.0,1,3.0,3,2,1,0,4.0,3.0,2.0,3,4,1,0.2
158,159,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,158,38,3,2,49070,1.0,1,1.0,3,1,0,0,4.0,4.0,3.0,3,3,0,0.11
159,160,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,159,40,26,1,34820,0.0,1,21.0,2,20,1,12,3.0,3.0,3.0,2,3,0,0.18
160,161,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,160,26,3,4,24360,1.0,0,3.0,2,3,0,2,1.0,4.0,1.0,4,4,0,0.24
161,162,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,161,30,15,2,23800,4.0,3,9.0,2,5,1,4,3.0,4.0,1.0,2,3,0,0.18
162,163,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,162,29,8,3,194310,1.0,0,10.0,3,10,0,7,2.0,3.0,3.0,3,3,0,0.11
163,164,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,163,29,19,3,17900,5.0,1,6.0,4,2,1,1,3.0,2.0,4.0,2,3,1,0.16
164,165,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,164,19,4,1,76440,1.0,2,1.0,2,1,0,0,1.0,4.0,4.0,3,3,1,0.15
165,166,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,165,30,2,3,51310,0.0,1,10.0,2,9,7,8,3.0,1.0,3.0,3,3,0,0.15
166,167,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,166,57,2,4,63060,3.0,1,32.0,3,1,0,0,1.0,4.0,2.0,3,3,0,0.12
167,168,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,167,50,10,3,47870,0.0,0,28.0,3,27,15,7,2.0,3.0,3.0,3,3,0,0.12
168,169,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,168,30,10,3,188800,0.0,1,12.0,3,11,6,7,3.0,4.0,2.0,3,4,0,0.22
169,170,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,169,60,16,4,23390,4.0,0,22.0,4,18,13,11,3.0,1.0,4.0,3,4,0,0.2
170,171,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,170,47,1,5,135700,5.0,2,20.0,2,5,0,4,1.0,4.0,3.0,2,3,0,0.16
171,172,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,171,46,4,1,67120,6.0,1,26.0,3,3,0,1,1.0,3.0,1.0,2,4,0,0.21
172,173,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,172,35,15,2,54060,0.0,1,6.0,2,5,4,3,4.0,3.0,3.0,3,3,0,0.12
173,174,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,173,54,2,2,89380,7.0,3,19.0,2,1,0,0,3.0,3.0,3.0,3,3,0,0.11
174,175,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,174,34,8,1,24390,3.0,2,14.0,2,7,5,7,4.0,3.0,3.0,4,3,0,0.11
175,176,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,175,46,2,1,88370,2.0,0,15.0,3,3,1,2,3.0,4.0,3.0,2,3,0,0.18
176,177,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,176,31,7,2,53430,1.0,1,13.0,3,13,0,8,3.0,2.0,4.0,3,3,0,0.14
177,178,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,177,33,10,4,67280,7.0,0,15.0,2,7,7,7,2.0,3.0,4.0,2,4,1,0.22
178,179,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,178,33,5,2,66520,7.0,0,8.0,5,4,1,3,1.0,4.0,3.0,3,4,1,0.25
179,180,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,179,30,2,1,48500,0.0,1,4.0,4,3,1,2,4.0,2.0,3.0,3,3,0,0.12
180,181,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,180,35,12,2,28090,4.0,1,10.0,2,8,0,0,4.0,3.0,3.0,1,4,0,0.23
181,182,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,181,31,22,2,56890,3.0,2,12.0,2,1,0,0,1.0,3.0,3.0,2,3,1,0.15
182,183,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,182,34,17,1,20010,9.0,1,11.0,5,3,0,2,2.0,1.0,3.0,4,4,1,0.22
183,184,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,183,42,2,1,29770,4.0,3,8.0,3,2,2,0,2.0,3.0,3.0,2,3,0,0.15
184,185,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,184,36,3,1,40250,1.0,0,10.0,3,10,9,7,2.0,4.0,2.0,3,3,0,0.11
185,186,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,185,22,7,2,37850,5.0,2,4.0,2,2,1,2,3.0,3.0,3.0,3,3,1,0.13
186,187,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,186,48,6,1,108540,2.0,1,14.0,6,9,6,7,2.0,4.0,3.0,3,3,0,0.14
187,188,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,187,55,1,1,120310,3.0,0,37.0,5,10,7,7,1.0,2.0,3.0,3,3,0,0.11
188,189,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,188,41,3,2,99360,7.0,1,16.0,2,14,1,10,4.0,4.0,3.0,2,3,0,0.17
189,190,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,189,35,22,1,29660,9.0,0,15.0,2,11,6,9,2.0,3.0,3.0,2,3,0,0.18
190,191,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,190,40,15,2,25710,7.0,0,22.0,1,20,5,13,2.0,3.0,3.0,3,3,0,0.14
191,192,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,191,39,12,1,99910,1.0,1,8.0,3,8,0,7,3.0,3.0,3.0,3,3,0,0.16
192,193,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,192,31,1,3,61420,4.0,2,10.0,2,6,0,5,2.0,4.0,4.0,2,3,0,0.13
193,194,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,193,42,5,3,53900,1.0,0,10.0,3,10,5,8,4.0,1.0,2.0,3,3,0,0.14
194,195,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,194,45,2,4,44040,0.0,0,9.0,2,8,3,7,4.0,2.0,4.0,3,4,0,0.23
195,196,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,195,26,2,2,59930,0.0,0,8.0,3,7,1,0,2.72,3.0,2.0,3,3,1,0.12
196,197,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,196,29,5,1,51300,4.0,0,8.0,3,3,1,2,4.0,4.0,4.0,2,3,0,0.11
197,198,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,197,33,16,1,20900,4.0,0,10.0,2,6,0,5,1.0,3.0,3.0,3,3,0,0.16
198,199,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,198,31,2,1,29090,9.0,2,10.0,2,5,0,1,3.0,4.0,2.0,3,3,0,0.14
199,200,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,199,18,2,1,34680,1.0,2,0.0,4,0,0,0,2.0,2.0,3.0,4,3,1,0.18
200,201,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,200,40,1,2,30680,3.0,0,20.0,3,1,0,1,3.0,1.0,3.0,2,3,0,0.19
201,202,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,201,41,23,2,26700,2.0,2,10.0,2,8,0,7,1.0,3.0,3.0,2,3,0,0.15
202,203,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,202,26,9,3,26930,5.0,3,8.0,3,0,0,0,1.0,3.0,3.0,2,3,0,0.17
203,204,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,203,35,16,2,95260,1.0,0,5.0,2,5,0,3,1.0,3.0,3.0,2,3,0,0.15
204,205,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,204,34,26,1,52370,1.0,1,10.0,3,10,5,7,4.0,4.0,3.0,2,3,0,0.19
205,206,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,205,26,1,2,24260,1.0,0,1.0,3,1,0,0,3.0,4.0,1.0,1,4,1,0.22
206,207,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,206,37,8,1,41930,4.0,1,12.0,5,6,1,2,2.0,4.0,4.0,3,3,0,0.16
207,208,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,207,46,4,5,29110,5.0,0,28.0,3,2,1,2,1.0,3.0,2.0,3,3,0,0.13
208,209,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,208,41,24,1,26610,7.0,1,22.0,2,18,11,8,2.0,1.0,3.0,3,3,0,0.14
209,210,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,209,37,7,1,20280,1.0,1,9.0,3,9,7,7,1.0,2.0,3.0,3,3,0,0.16
210,211,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,210,52,2,1,99800,0.0,1,18.0,2,10,6,9,4.0,1.0,3.0,3,3,0,0.11
211,212,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,211,32,7,2,32980,8.0,0,6.0,4,4,1,2,4.0,3.0,3.0,2,4,1,0.22
212,213,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,212,24,22,1,29350,0.0,2,3.0,5,2,2,1,4.0,4.0,3.0,2,3,0,0.14
213,214,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,213,38,5,1,154270,3.0,1,18.0,2,1,0,0,3.0,3.0,3.0,3,3,0,0.16
214,215,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,214,37,1,5,39440,6.0,2,8.0,3,6,4,3,2.0,2.0,2.0,3,3,0,0.11
215,216,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,215,49,21,1,40110,1.0,2,31.0,2,31,0,9,4.0,3.0,3.0,1,3,0,0.18
216,217,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,216,24,1,1,34070,1.0,2,6.0,2,6,1,4,2.0,4.0,3.0,2,3,0,0.15
217,218,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,217,26,19,4,119940,1.0,1,6.0,6,5,1,4,1.0,2.0,4.0,3,3,0,0.14
218,219,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,218,24,7,1,12320,1.0,0,1.0,4,1,0,0,4.0,2.0,3.0,1,3,0,0.12
219,220,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,219,50,2,1,29600,1.0,3,32.0,2,32,10,7,1.0,2.0,3.0,3,3,0,0.14
220,221,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,220,25,2,1,190940,1.0,0,7.0,3,7,0,6,2.0,3.0,3.0,2,3,0,0.16
221,222,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,221,24,2,2,39190,1.0,0,6.0,3,6,1,2,1.0,3.0,3.0,3,4,1,0.21
222,223,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,222,30,9,2,68250,1.0,0,1.0,2,1,0,0,2.0,1.0,4.0,3,3,1,0.14
223,224,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,223,34,6,4,102480,1.0,1,6.0,4,6,1,3,2.0,4.0,3.0,3,3,0,0.12
224,225,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,224,31,9,1,189470,2.0,2,9.0,2,3,1,2,2.0,1.0,1.0,2,3,1,0.12
225,226,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,225,35,2,5,24960,4.0,3,9.0,3,3,0,2,1.0,4.0,3.0,3,3,0,0.17
